0  0  0
1           0     0.00017
2           0     0.28933
3           0     0.49029
4           0      0.6661
5           0     0.83305
6  0  1
6  1  0
7           1     0.10152
8           1     0.18793
9           1     0.27395
10            1      0.36355
11            1      0.44996
12            1      0.52939
13            1      0.60499
14            1      0.68081
15            1      0.76683
16            1      0.85643
17   1   1
17   2   0
18            2      0.02428
19            2      0.04358
20            2      0.05905
21            2      0.07306
22            2      0.08853
23            2      0.10408
24            2      0.15946
25            2      0.21364
26            2       0.2677
27            2       0.2845
28            2      0.30137
29            2      0.32172
30            2       0.3421
31            2      0.36246
32            2      0.38281
33            2       0.4032
34            2      0.42355
35            2      0.44104
36            2      0.45784
37            2      0.47471
38            2      0.50199
39            2      0.52915
40            2      0.55643
41            2      0.57119
42            2      0.58599
43            2      0.60146
44            2      0.61547
45            2      0.63023
46            2      0.64772
47            2      0.66703
48            2      0.68739
49            2      0.70721
50            2      0.72703
51            2       0.7439
52            2      0.75866
53            2      0.77267
54            2      0.78669
55            2      0.80145
56            2      0.81625
57            2      0.83101
58            2      0.84577
59            2      0.86057
60            2      0.87533
61            2      0.88934
62            2      0.90336
63            2      0.91737
64            2      0.93139
65            2      0.94541
66            2      0.96087
67            2      0.98018
68   2   1
68   3   0
69   3   1
69   4   0
70   4   1
70   5   0
71   5   1
71   6   0
72   6   1
72   7   0
73            7       0.0877
74            7      0.15931
75            7      0.23284
76            7      0.30648
77            7      0.37599
78            7      0.43919
79            7      0.50013
80            7      0.56306
81            7      0.61924
82            7      0.68217
83            7      0.74537
84            7       0.8246
85            7       0.9123
86   7   1
86   8   0
87            8      0.05319
88            8      0.10639
89            8       0.1624
90            8      0.21842
91            8      0.28495
92            8      0.35134
93            8      0.41773
94            8      0.47375
95            8      0.52694
96            8      0.58564
97            8      0.64467
98            8      0.70337
99            8      0.75656
100             8       0.81257
101             8       0.86876
102             8       0.92477
103    8    1
103    9    0
104             9       0.05282
105             9       0.11127
106             9        0.1655
107             9       0.21974
108             9       0.27819
109             9       0.33664
110             9       0.39492
111             9       0.45337
112             9       0.51182
113             9       0.56606
114             9       0.61888
115             9        0.6717
116             9       0.72593
117             9       0.78438
118             9       0.83862
119             9       0.89294
120             9       0.94718
121    9    1
121   10    0
122            10       0.01308
123            10       0.03157
124            10       0.05006
125            10       0.06905
126            10       0.08951
127            10       0.10998
128            10       0.12896
129            10        0.1447
130            10       0.16037
131            10       0.17611
132            10       0.19054
133            10       0.20435
134            10       0.21878
135            10       0.23255
136            10       0.24636
137            10       0.26013
138            10       0.27456
139            10       0.28907
140            10        0.3035
141            10       0.31727
142            10       0.33301
143            10       0.34933
144            10       0.36562
145            10       0.38194
146            10       0.39826
147            10       0.41454
148            10       0.42901
149            10       0.44468
150            10         0.461
151            10       0.48002
152            10       0.49901
153            10        0.5175
154            10       0.53599
155            10       0.55449
156            10       0.57348
157            10       0.59249
158            10        0.6129
159            10       0.63192
160            10       0.65091
161            10        0.6699
162            10       0.68892
163            10       0.70791
164            10        0.7264
165            10       0.74272
166            10       0.75901
167            10       0.77348
168            10       0.78973
169            10       0.80608
170            10       0.82507
171            10       0.84406
172            10       0.86308
173            10       0.88349
174            10       0.89923
175            10       0.91551
176            10       0.93183
177            10       0.94985
178            10       0.96428
179            10       0.97735
180   10    1
180   11    0
181            11       0.41421
182            11       0.70711
183   11    1
183   12    0
184            12       0.04431
185            12       0.08049
186            12       0.11764
187            12       0.15484
188            12       0.19102
189            12       0.22823
190            12       0.26815
191            12       0.30536
192            12       0.34529
193            12       0.37728
194            12       0.40551
195            12       0.43374
196            12       0.46899
197            12       0.50091
198            12       0.52922
199            12       0.55616
200            12       0.58809
201            12       0.62427
202            12        0.6562
203            12       0.68806
204            12       0.71999
205            12       0.75078
206            12       0.78143
207            12       0.80845
208            12        0.8391
209            12       0.86741
210            12       0.89927
211            12       0.93439
212            12       0.97442
213   12    1
213   13    0
214   13    1
214   14    0
215            14       0.03078
216            14        0.0537
217            14       0.07669
218            14       0.10373
219            14       0.13698
220            14       0.17337
221            14       0.20662
222            14       0.23366
223            14       0.26083
224            14       0.28805
225            14       0.31207
226            14       0.33383
227            14       0.35675
228            14       0.37974
229            14       0.40266
230            14       0.42668
231            14       0.45083
232            14        0.4806
233            14       0.50782
234            14       0.53943
235            14       0.57021
236            14        0.5964
237            14       0.62248
238            14       0.64547
239            14       0.66839
240            14       0.69241
241            14       0.71963
242            14       0.75123
243            14       0.78284
244            14       0.81362
245            14       0.84528
246            14       0.87606
247            14       0.90766
248            14       0.93844
249            14       0.96922
250   14    1
250   15    0
251            15       0.04672
252            15       0.09343
253            15       0.13319
254            15       0.17277
255            15       0.20766
256            15       0.24724
257            15       0.28213
258            15       0.31692
259            15       0.34995
260            15       0.38474
261            15       0.41963
262            15       0.45921
263            15        0.4941
264            15       0.53368
265            15       0.56857
266            15       0.60335
267            15       0.63981
268            15       0.67646
269            15       0.71292
270            15        0.7477
271            15       0.78746
272            15       0.83418
273            15       0.87394
274            15       0.91352
275            15       0.95328
276   15    1
276   16    0
277            16        0.0408
278            16       0.09172
279            16       0.14264
280            16       0.19174
281            16        0.2347
282            16        0.2755
283            16        0.3163
284            16       0.35926
285            16       0.40235
286            16       0.45123
287            16       0.49432
288            16        0.5432
289            16       0.58629
290            16       0.63517
291            16       0.67826
292            16       0.72122
293            16       0.76419
294            16       0.81329
295            16       0.85625
296            16       0.89934
297            16        0.9423
298            16       0.98096
299   16    1
276   17    0
300            17        0.1077
301            17       0.25607
302            17       0.36948
303            17        0.5039
304            17       0.67244
305            17       0.84098
306            17       0.92892
307            17       0.96446
308   17    1
250   18    0
309            18       0.12879
310            18       0.25425
311            18       0.35475
312            18       0.44582
313            18       0.53689
314            18       0.63279
315            18       0.74241
316            18       0.87121
317            18        0.9575
318   18    1
214   19    0
319            19       0.25131
320            19       0.44741
321            19       0.69221
322            19       0.89843
323   19    1
213   20    0
324            20       0.12509
325            20       0.32085
326            20       0.51607
327            20        0.6884
328            20       0.83897
329            20       0.94162
330   20    1
183   21    0
331            21       0.06705
332            21       0.17198
333            21       0.27662
334            21       0.38155
335            21       0.47392
336            21       0.54453
337            21       0.63658
338            21       0.72911
339            21       0.82362
340            21       0.90143
341            21       0.96871
342   21    1
180   22    0
343   22    1
343   23    0
344            23       0.11811
345            23       0.26275
346            23       0.38403
347            23       0.48456
348            23       0.58835
349            23       0.68076
350            23       0.77317
351            23       0.87323
352            23       0.92146
353            23       0.96103
354   23    1
343   24    0
355            24       0.16739
356            24       0.41047
357            24       0.61985
358            24       0.79612
359            24       0.92188
360   24    1
121   25    0
361            25        0.0317
362            25       0.07538
363            25       0.11036
364            25       0.14535
365            25         0.185
366            25       0.23448
367            25       0.28409
368            25         0.339
369            25       0.38504
370            25       0.42012
371            25        0.4552
372            25       0.49477
373            25       0.52975
374            25       0.56324
375            25       0.59662
376            25       0.63619
377            25       0.67576
378            25       0.70914
379            25       0.74263
380            25       0.77761
381            25       0.81577
382            25       0.85085
383            25       0.88255
384            25       0.91594
385            25       0.95092
386            25       0.97474
387            25       0.98954
388   25    1
103   26    0
389            26       0.10375
390            26        0.2075
391            26       0.31125
392            26       0.37735
393            26       0.44345
394            26       0.53719
395            26        0.6219
396            26       0.70903
397            26       0.80251
398            26       0.89625
399   26    1
399   27    0
400            27       0.12066
401            27       0.20451
402            27       0.28138
403            27       0.35847
404            27       0.44193
405            27       0.52888
406            27       0.64953
407            27       0.75855
408            27       0.84549
409            27       0.91515
410            27       0.96749
411   27    1
399   28    0
412            28       0.13829
413            28       0.33385
414            28       0.53467
415            28       0.75108
416            28       0.88983
417            28       0.95437
418   28    1
86  29   0
419            29       0.05296
420            29       0.12987
421            29       0.21275
422            29       0.30448
