0  0  0
1           0     0.00037
2           0     0.36626
3  0  1
3  1  0
4           1     0.05582
5           1     0.11163
6           1     0.16745
7           1     0.21495
8           1     0.25652
9           1     0.29808
10            1      0.34558
11            1       0.4014
12            1      0.44891
13            1      0.49047
14            1      0.52994
15            1       0.5694
16            1      0.61097
17            1      0.65847
18            1      0.70203
19            1       0.7457
20            1      0.80152
21            1      0.86328
22            1      0.93164
23   1   1
23   2   0
24            2       0.0697
25            2      0.11207
26            2      0.15231
27            2      0.20052
28            2      0.24302
29            2      0.28326
30            2      0.32577
31            2        0.366
32            2      0.41444
33            2      0.47288
34            2      0.52321
35            2      0.57825
36            2      0.62858
37            2      0.69138
38            2      0.75435
39            2      0.81732
40            2      0.88012
41            2      0.94309
42   2   1
42   3   0
43            3      0.03803
44            3      0.07605
45            3       0.1151
46            3      0.15718
47            3      0.20375
48            3      0.24583
49            3      0.28779
50            3       0.3269
51            3      0.36595
52            3      0.39831
53            3      0.42663
54            3       0.4563
55            3      0.48614
56            3      0.52292
57            3      0.55655
58            3       0.5956
59            3      0.63362
60            3      0.67165
61            3      0.70521
62            3       0.7387
63            3       0.7671
64            3      0.80059
65            3      0.83034
66            3      0.85865
67            3      0.88554
68            3      0.91243
69            3      0.94075
70            3      0.97311
71   3   1
71   4   0
72            4      0.08353
73            4      0.15724
74            4       0.2226
75            4      0.28778
76            4      0.35314
77            4      0.41533
78            4      0.48069
79            4      0.54307
80            4      0.60527
81            4      0.66765
82            4      0.73283
83            4      0.79189
84            4      0.85428
85            4      0.91647
86   4   1
86   5   0
87            5      0.03425
88            5       0.0762
89            5      0.11815
90            5      0.16009
91            5      0.19799
92            5      0.23579
93            5      0.27369
94            5      0.31159
95            5      0.34676
96            5      0.37591
97            5      0.40493
98            5      0.43408
99            5      0.46833
100             5       0.50258
101             5       0.53173
102             5       0.55846
103             5       0.58404
104             5       0.60954
105             5       0.63505
106             5       0.66185
107             5       0.68735
108             5       0.71285
109             5        0.7461
110             5       0.78132
111             5       0.81155
112             5       0.84057
113             5       0.86737
114             5        0.8976
115             5       0.92782
116             5       0.95805
117    5    1
117    6    0
118             6       0.41421
119    6    1
119    7    0
120             7        0.0562
121             7        0.1139
122             7        0.1717
123             7       0.23371
124             7       0.29151
125             7       0.34921
126             7       0.40692
127             7       0.46472
128             7       0.52673
129             7       0.58891
130             7       0.65774
131             7       0.71992
132             7       0.78194
133             7       0.83973
134             7       0.88933
135             7       0.93117
136    7    1
136    8    0
137             8       0.11869
138             8       0.20422
139             8       0.27638
140             8       0.35849
141             8       0.43086
142             8       0.50303
143             8       0.57155
144             8       0.64371
145             8       0.71224
146             8        0.7844
147             8       0.88131
148    8    1
148    9    0
149             9       0.04261
150             9       0.10286
151             9       0.16312
152             9       0.22499
153             9       0.29167
154             9       0.35834
155             9       0.42483
156             9       0.48681
157             9       0.54868
158             9       0.60893
159             9       0.67081
160             9       0.73278
161             9       0.79927
162             9       0.86595
163             9       0.93975
164    9    1
164   10    0
165            10       0.07317
166            10       0.13292
167            10       0.18377
168            10       0.22826
169            10        0.2705
170            10       0.31499
171            10       0.36772
172            10       0.42591
173            10       0.49185
174            10       0.55329
175            10       0.61922
176            10       0.68533
177            10       0.75144
178            10       0.81279
179            10       0.87414
180            10       0.94026
181   10    1
181   11    0
182            11       0.02505
183            11       0.04551
184            11       0.06597
185            11       0.08642
186            11       0.10688
187            11       0.12789
188            11       0.15052
189            11       0.17316
